reno	rvno	review	score
1621	1891	직원들이 친절하지가 않네요.	2
1622	3790	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
1623	3968	방이랑 수영장 모두 좋았어요!!	5
1624	2839	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
1625	2199	뭐라 할 건 없는데 조금 그렇네요	4
1626	4365	최고다 이건	5
1627	1826	예약확인이 안되네요	1
1628	4107	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
1629	2423	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
1630	1660	재방문의사있습니다.	5
1631	4795	잘 쉬다 갑니다.	5
1632	2632	다 좋은데 객실에 친환경으로 슬리퍼 칫솔치약을 안주는데 슬리퍼만 줬으면 더 좋았을거같아요	4
1633	426	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
1634	854	잘 쉬다 갑니다.	5
1635	4815	훌륭한 숙소입니다.	5
1636	2535	예약확인이 안되네요	1
1637	2032	체크인 도와주시는분이 불친절했고 체크아웃하고 출차하면서 6만원 계산하라고 해서 확인해보니 차량번호도 일부러 잘못등록하신건가 싶었네요	1
1638	274	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
1639	4392	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
1640	4923	위치, 장소, 서비스, 룸 컨디션 모두 좋아요. 다만 화장실이 방음이 전혀안되서 예민하신분들은 신경쓰이실듯 합니다.	5
1641	37	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
1642	3243	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
1643	1893	잘 쉬다갑니당!	5
1644	2073	바다 좋아하는 사람은 파셜오션? 노노(룸이 바다쪽에 다가가지않는 이상 씨마크쪽이 더 많이보임..) 오션!!	3
1645	4034	뭐라 할 건 없는데 조금 그렇네요	4
1646	1436	최고다 이건	5
1647	562	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
1648	296	시설이 깔끔했어요	5
1649	1190	요즘 따라 점점 별로가 되는 기분인데요. 발전해주시기 바랍니다.	2
1650	4175	단 너무 깔끔하고 오션뷰 좋아요! 애견 동반 호텔이라 친화적인 느낌?ㅎ 잘 쉬다 왔습니다. 대만족 했어요.	5
1651	1724	"최고!최고!입니다!
잘쉬고가요~~~~"	5
1652	1565	아주 좋습니다.	5
1653	3562	그냥 평범했어요	3
1654	3396	서비스, 질 모든 면에서 만족스럽지 않네요.	1
1655	102	글쎄요, 좋은 거 같은데 이 정도면..	3
1656	3151	서울타워 야경맛집	5
1657	1415	호텔자체는 깔끔했어요. 근데 가격대비 너무 깡통옵션이어서 다음에 또 오는건 고민이 들 듯. 리뷰에서 유명한 체크인 줄서기 경험도 겪고, 무엇보다 뷰가...수영장이 바로 앞이어서 커튼을 열수가 없었어요.	5
1658	2971	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
1659	3931	직원들이 친절하지가 않네요.	2
1660	2819	편하게 잘 다녀 왔습니다^^	5
1661	4862	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
1662	2849	최고네요!!	5
1663	2388	프론트 직원이 너무 친절하지 않아요.	2
1664	3448	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
1665	4461	바로앞에 강문해변있어서 산책하기좋아요.	5
1666	257	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
1667	3381	청결상태에 조금 더 신경 써주시길 바랍니다.	3
1668	3385	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
1669	1431	적당합니다.	3
1670	4138	요즘 따라 점점 별로가 되는 기분인데요. 발전해주시기 바랍니다.	2
1671	2881	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
1672	238	예약확인이 안되네요	1
1673	1726	깨끗해요	3
1674	873	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
1675	4505	그냥 평범했어요	3
1676	434	직원분이 푹신하고 침대가 친절해요	5
1677	787	직원들이 친절하지가 않네요.	3
1678	3190	적당합니다.	3
1679	3284	다만 방음이 좀 안되는게 아쉬웠어요	4
1680	1553	체크인 키오스크로 하니까 금방입니다.	5
1681	3982	방이 깔끔해서 마음에 듭니다	5
1682	1790	깨끗해요	3
1683	4258	청결상태에 조금 더 신경 써주시길 바랍니다.	3
1684	252	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
1685	2012	오션뷰 진짜 너무 좋아요!!	5
1686	1663	체크인이 불편한것 빼고는 만족했습니다	3
1687	1780	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
1688	4530	서비스, 질 모든 면에서 만족스럽지 않네요.	1
1689	4116	전화를 잘 받아주세요.	2
1690	4399	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
1691	3452	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
1692	58	친절합니다. 	4
1693	1398	잘 쉬다 가용	5
1694	1031	사진이랑 다르게 생각보다 좋았어요~	4
1695	295	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
1696	4287	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
1697	1782	단 너무 깔끔하고 오션뷰 좋아요! 애견 동반 호텔이라 친화적인 느낌?ㅎ 잘 쉬다 왔습니다. 대만족 했어요.	5
1698	1636	담에는 다른곳 이용하려구요	1
1699	679	체크인이 불편한것 빼고는 만족했습니다	3
1700	3756	최고가 된다면 바로 이 호실! 일걸요?	4
1701	3452	바다 좋아하는 사람은 파셜오션? 노노(룸이 바다쪽에 다가가지않는 이상 씨마크쪽이 더 많이보임..) 오션!!	3
1702	2201	깨끗하고 침구도 편안해서 잘 쉬다 왔어요 !	5
1703	2233	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
1704	2885	뭐라 할 건 없는데 조금 그렇네요	4
1705	116	"최고!최고!입니다!
잘쉬고가요~~~~"	5
1706	607	시설이 깔끔했어요	5
1707	597	건물 복잡해요	1
1708	3146	서비스, 질 모든 면에서 만족스럽지 않네요.	1
1709	641	전화를 잘 받아주세요.	2
1710	4146	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
1711	493	친절합니다. 	4
1712	4286	서비스, 질 모든 면에서 만족스럽지 않네요.	1
1713	3503	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
1714	2017	예약하는 곳이에요 이번에도 편히 쉬다왔어용 ~~	4
1715	1608	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
1716	2688	잘 쉬다갑니당!	5
1717	2740	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
1718	1355	바로앞에 강문해변있어서 산책하기좋아요.	5
1719	3709	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
1720	2926	건물 복잡해요	1
1721	3399	호텔 객실 자체는 깨끗하고 넓어서 좋았습니다	5
1722	3212	시설이 깔끔했어요	5
1723	1309	그냥 평범했어요	3
1724	166	좋은 추억 가지고 갑니다.	4
1725	2897	담에는 다른곳 이용하려구요	1
1726	1315	최고네요!!	5
1727	1399	요즘 따라 점점 별로가 되는 기분인데요. 발전해주시기 바랍니다.	2
1728	4250	시설이 깔끔했어요	5
1729	4511	예약하는 곳이에요 이번에도 편히 쉬다왔어용 ~~	4
1730	1323	가족들고 즐거운 시간 ^^	5
1731	4920	오션뷰가 아닌 논뷰도 푸릇하고 좋더라구여	5
1732	2040	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
1733	4349	가족들고 즐거운 시간 ^^	5
1734	2186	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
1735	3414	직원분이 푹신하고 침대가 친절해요	5
1736	4946	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
1737	4562	건물 복잡해요	1
1738	3806	너무 좋았어요! 다음에도 또 오고싶네요	5
1739	2004	담에는 다른곳 이용하려구요	1
1740	4001	잘 쉬다 가용	5
1741	3256	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
1742	1431	친절합니다. 	4
1743	1244	담에는 다른곳 이용하려구요	1
1744	3755	강아지도 많이 데려오시더라구요. 세면도구는 챙겨가셔야 합니당	5
1745	2681	호텔 아니여도 근처에 먹을 만한 곳이 많아사 근처에서 밥먹고 산책가고 호텔 시성 즐기고 너무 좋아용	5
1746	139	친절합니다. 	4
1747	541	직원들이 친절하지가 않네요.	2
1748	4694	다시는 안갑니다.	1
1749	4642	조식도 먹었는데 17층이라 그런지 강남 뷰 보면서 아주 잘 먹었어요. 담에 또 올거에요~~	5
1750	2731	깨끗하고 침구도 편안해서 잘 쉬다 왔어요 !	5
1751	65	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
1752	92	너무 좋았어요! 다음에도 또 오고싶네요	5
1753	4643	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
1754	1047	뭐라 할 건 없는데 조금 그렇네요	4
1755	3724	가족들고 즐거운 시간 ^^	5
1756	4469	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
1757	3354	뭐라 할 건 없는데 조금 그렇네요	4
1758	3716	깨끗해요	3
1759	3947	편하게 잘 다녀 왔습니다^^	5
1760	1047	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
1761	4524	룸이 작고 샤워실이 투명이라 좀 불편하긴 합니다. 룸 사이즈는 캐리어 두 개도 펼치기 힘들 정도예요. 침대는 너무 좋아서 혼자 묵긴 좋은 곳이라고 느꼈어요. 넷플릭스 기기는 오후 늦게 들어가니 전부 대여 완료.. 그냥 룸마다 설치해 두고 요금을 더 받으시는 게. 아무튼 미리미리 대여해 두세요.	3
1762	3748	뭐라 할 건 없는데 조금 그렇네요	4
1763	180	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
1764	165	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
1765	4041	체크인 도와주시는분이 불친절했고 체크아웃하고 출차하면서 6만원 계산하라고 해서 확인해보니 차량번호도 일부러 잘못등록하신건가 싶었네요	1
1766	2999	체크인이 불편한것 빼고는 만족했습니다	3
1767	3565	오션뷰가 아닌 논뷰도 푸릇하고 좋더라구여	5
1768	2549	최고가 된다면 바로 이 호실! 일걸요?	4
1769	3780	편하게 잘 다녀 왔습니다^^	5
1770	1971	화장실에서 냄새가 납니다	2
1771	2000	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
1772	3728	직원분들도 엄청 친절하세요	5
1773	4722	사진이랑 다르게 생각보다 좋았어요~	4
1774	558	편하게 잘 다녀 왔습니다^^	5
1775	1590	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
1776	145	체크인 키오스크로 하니까 금방입니다.	5
1777	2923	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
1778	4173	건물 복잡해요	1
1779	1176	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
1780	4345	재방문의사있습니다.	5
1781	583	다시는 안갑니다.	1
1782	3963	룸서비스(음식류) 안되는 것 제외하고는 강릉에서 손꼽는 편의성을 갖춘 호텔(가성비듀 쥬아여)	4
1783	4148	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
1784	3957	좋은 추억 가지고 갑니다.	4
1785	1159	사진이랑 다르게 생각보다 좋았어요~	4
1786	2832	뭐라 할 건 없는데 조금 그렇네요	4
1787	1737	룸이 작고 샤워실이 투명이라 좀 불편하긴 합니다. 룸 사이즈는 캐리어 두 개도 펼치기 힘들 정도예요. 침대는 너무 좋아서 혼자 묵긴 좋은 곳이라고 느꼈어요. 넷플릭스 기기는 오후 늦게 들어가니 전부 대여 완료.. 그냥 룸마다 설치해 두고 요금을 더 받으시는 게. 아무튼 미리미리 대여해 두세요.	3
1788	2984	잘 쉬다갑니당!	5
1789	2163	시설이 깔끔했어요	5
1790	4607	아주 좋습니다.	5
1791	1986	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
1792	3506	호텔자체는 깔끔했어요. 근데 가격대비 너무 깡통옵션이어서 다음에 또 오는건 고민이 들 듯. 리뷰에서 유명한 체크인 줄서기 경험도 겪고, 무엇보다 뷰가...수영장이 바로 앞이어서 커튼을 열수가 없었어요.	5
1793	533	바다 좋아하는 사람은 파셜오션? 노노(룸이 바다쪽에 다가가지않는 이상 씨마크쪽이 더 많이보임..) 오션!!	3
1794	4940	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
1795	2878	건물 복잡해요	1
1796	2102	직원분이 푹신하고 침대가 친절해요	5
1797	2596	잘 쉬다 갑니다.	5
1798	2851	단 너무 깔끔하고 오션뷰 좋아요! 애견 동반 호텔이라 친화적인 느낌?ㅎ 잘 쉬다 왔습니다. 대만족 했어요.	5
1799	1016	적당합니다.	3
1800	3494	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
1801	1482	룸서비스(음식류) 안되는 것 제외하고는 강릉에서 손꼽는 편의성을 갖춘 호텔(가성비듀 쥬아여)	4
1802	3041	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
1803	1517	적당합니다.	3
1804	2059	훌륭한 숙소입니다.	5
1805	96	서비스, 질 모든 면에서 만족스럽지 않네요.	1
1806	4504	직원분들도 엄청 친절하세요	5
1807	4012	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
1808	1149	적당합니다.	3
1809	973	오션뷰가 아닌 논뷰도 푸릇하고 좋더라구여	5
1810	2934	청결상태에 조금 더 신경 써주시길 바랍니다.	3
1811	562	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
1812	1146	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
1813	1299	시설이 깔끔했어요	5
1814	1094	시설도 깨끗하고 위치도 좋아요.	5
1815	2703	시설이 깔끔했어요	5
1816	3199	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
1817	1646	전화를 잘 받아주세요.	2
1818	931	깨끗하고 침구도 편안해서 잘 쉬다 왔어요 !	5
1819	4114	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
1820	3200	예약방식이 너무 어렵습니다.	1
1821	3419	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
1822	1444	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
1823	1211	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
