j_no	s_no	j_title	j_content	j_salary	j_start	j_end	j_day	j_people	j_state	j_regdate
354	81	고소한빵집 추가 알바 모집	고소한빵집은 천안 지역의 베이커리 매장입니다. 마감 전 남은 제품 정리와 매대 청소 포장지 재고 확인을 진행합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	10250	15:00:00	20:00:00	화,목,토	2	1	2026-08-28
355	82	에이스PC존 추가 알바 모집	에이스PC존은 천안 지역의 PC방 매장입니다. 야간에는 좌석 상태를 순회 점검하고 프린터 이용과 충전 문의를 차분히 처리합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	10500	17:00:00	23:00:00	월,화,수	3	1	2026-08-01
356	83	플레이온PC 추가 알바 모집	플레이온PC은 천안 지역의 PC방 매장입니다. 좌석 이용 후 키보드 마우스 헤드셋을 정리하고 간단한 조리 메뉴 주문을 준비합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	10750	19:00:00	02:00:00	목,금,토	4	1	2026-06-25
357	84	블루넷PC방 추가 알바 모집	블루넷PC방은 천안 지역의 PC방 매장입니다. 주방 조리대와 컵라면 코너를 청결하게 유지하고 주문 번호에 맞춰 메뉴를 전달합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	11000	21:00:00	01:00:00	평일	1	0	2026-07-07
358	85	게임스테이션 추가 알바 모집	게임스테이션은 천안 지역의 PC방 매장입니다. 회원 문의와 시간 충전 안내를 맡고 라면 음료 스낵 재고를 확인합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	11250	10:00:00	15:00:00	주말	2	1	2026-07-07
359	86	무비라운지 추가 알바 모집	무비라운지은 천안 지역의 영화관 매장입니다. 티켓 발권 보조와 모바일 예매 확인을 진행하고 매점 소모품을 채웁니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	11500	12:00:00	18:00:00	월,수,금	3	1	2026-08-03
360	87	별빛시네마 추가 알바 모집	별빛시네마은 천안 지역의 영화관 매장입니다. 상영 시간표 문의를 응대하고 분실물 접수와 관람객 동선 안내를 담당합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	11750	14:00:00	21:00:00	화,목,토	4	1	2026-06-27
361	88	하이클래스학원 추가 알바 모집	하이클래스학원은 천안 지역의 학원 매장입니다. 학생 출결 확인과 교재 배부를 맡고 수업 전 강의실 책상과 칠판 상태를 정리합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	12000	16:00:00	20:00:00	월,화,수	1	1	2026-06-28
362	89	해법스터디 추가 알바 모집	해법스터디은 천안 지역의 학원 매장입니다. 수업 교실 이동 시간에 복도 질서를 확인하고 분실물과 공지사항 게시를 관리합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	12250	18:00:00	23:00:00	목,금,토	2	1	2026-08-08
363	90	라온아카데미 추가 알바 모집	라온아카데미은 천안 지역의 학원 매장입니다. 데스크에서 학부모 전화 문의를 메모하고 결석 학생 전달 사항을 선생님께 공유합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	12500	20:00:00	02:00:00	평일	3	1	2026-07-29
364	91	그린마트 추가 알바 모집	그린마트은 천안 지역의 마트 매장입니다. 창고에서 필요한 상품을 가져와 진열하고 파손 상품이나 누락 가격표를 직원에게 전달합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	12750	09:00:00	16:00:00	주말	4	0	2026-07-13
365	92	해피마트 추가 알바 모집	해피마트은 천안 지역의 마트 매장입니다. 카트와 장바구니를 정리하고 계산대 주변 소모품과 봉투 재고를 채웁니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	13000	11:00:00	15:00:00	월,수,금	1	1	2026-07-30
366	93	세이브마트 추가 알바 모집	세이브마트은 천안 지역의 마트 매장입니다. 입고 상품을 진열대에 채우고 가격표와 행사 스티커가 맞는지 꼼꼼히 확인합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	13250	13:00:00	18:00:00	화,목,토	2	1	2026-07-17
367	94	박스라인센터 추가 알바 모집	박스라인센터은 천안 지역의 물류센터 매장입니다. 반품 상품 상태를 확인해 정상 재고와 검수 필요 물품으로 나누어 정리합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	13500	15:00:00	21:00:00	월,화,수	3	1	2026-08-22
368	95	온타임물류 추가 알바 모집	온타임물류은 천안 지역의 물류센터 매장입니다. 포장 전 상품 수량을 확인하고 완충재와 송장 부착 보조를 진행합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	13750	17:00:00	00:00:00	목,금,토	4	1	2026-07-25
369	96	비즈서포트 추가 알바 모집	비즈서포트은 천안 지역의 사무보조 매장입니다. 사무실 비품 수량을 확인하고 방문객 응대와 회의실 정돈을 함께 진행합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	14000	19:00:00	23:00:00	평일	1	1	2026-07-23
370	97	클린오피스 추가 알바 모집	클린오피스은 천안 지역의 사무보조 매장입니다. 간단한 고객 안내 문자 발송과 회의 자료 출력 우편물 분류를 보조합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	14250	21:00:00	02:00:00	주말	2	1	2026-07-04
371	98	더클래스스터디 추가 알바 모집	더클래스스터디은 천안 지역의 스터디카페 매장입니다. 좌석 이용 상태를 확인하고 무인 결제기 문의와 사물함 이용 안내를 차분히 처리합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	14500	10:00:00	16:00:00	월,수,금	3	0	2026-09-04
372	99	그린스터디카페 추가 알바 모집	그린스터디카페은 천안 지역의 스터디카페 매장입니다. 회원권 문의를 안내하고 프린터 용지와 간단 비품 재고를 확인합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	14750	12:00:00	19:00:00	화,목,토	4	1	2026-06-29
373	100	조용한스터디 추가 알바 모집	조용한스터디은 천안 지역의 스터디카페 매장입니다. 음료 코너 컵 얼음 정수기 주변을 정리하고 조용한 분위기가 유지되도록 순회합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	10000	14:00:00	18:00:00	월,화,수	1	1	2026-09-01
374	101	온에어스터디 추가 알바 모집	온에어스터디은 천안 지역의 스터디카페 매장입니다. 야간에는 소음 민원을 확인하고 출입문 보안과 공용 공간 청결 상태를 점검합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	10250	16:00:00	21:00:00	목,금,토	2	1	2026-07-20
375	102	루프탑커피 추가 알바 모집	루프탑커피은 대전 지역의 카페 매장입니다. 오전에는 원두와 우유 재고를 확인하고 피크 시간에는 음료 전달과 픽업대 정리를 함께 진행합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	10500	18:00:00	00:00:00	평일	3	1	2026-08-20
376	103	하루커피 추가 알바 모집	하루커피은 대전 지역의 카페 매장입니다. 에스프레소 추출 보조와 아이스 음료 제조 보조를 맡고 컵 홀더 빨대 시럽류 재고를 수시로 채웁니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	10750	20:00:00	03:00:00	주말	4	1	2026-07-17
377	104	모닝스토어 추가 알바 모집	모닝스토어은 대전 지역의 편의점 매장입니다. 행사 상품 가격표를 확인하고 손님 문의가 많은 생활용품 위치를 안내합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	11000	09:00:00	13:00:00	월,수,금	1	1	2026-08-16
378	105	이지편의점 추가 알바 모집	이지편의점은 대전 지역의 편의점 매장입니다. 택배 접수와 보관함 정리 컵라면 온수대 청결 관리까지 매장 기본 업무를 담당합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	11250	11:00:00	16:00:00	화,목,토	2	0	2026-07-09
379	106	오늘편의점 추가 알바 모집	오늘편의점은 대전 지역의 편의점 매장입니다. 입고된 박스를 정리하고 과자 음료 즉석식품 진열대를 보기 좋게 채웁니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	11500	13:00:00	19:00:00	월,화,수	3	1	2026-07-04
380	107	스마일24 추가 알바 모집	스마일24은 대전 지역의 편의점 매장입니다. 야간 시간대 상품 진열과 냉장 음료 보충을 중심으로 계산 실수 없이 응대합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	11750	15:00:00	22:00:00	목,금,토	4	1	2026-07-28
381	108	미소덮밥 추가 알바 모집	미소덮밥은 대전 지역의 음식점 매장입니다. 홀 좌석 안내와 주문 확인을 맡고 음식이 나오면 테이블 번호에 맞춰 정확히 전달합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	12000	17:00:00	21:00:00	평일	1	1	2026-08-11
382	109	달빛식당 추가 알바 모집	달빛식당은 대전 지역의 음식점 매장입니다. 손님 퇴장 후 테이블을 빠르게 치우고 다음 손님을 위해 수저와 물컵을 준비합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	12250	19:00:00	00:00:00	주말	2	1	2026-08-11
